specfile|restwave|zsys|col|bval|vel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|z_comp|trans|rely|comment
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1133.66540|-0.00000535|14.8345|18.0756|0.0000|2|2|2|-33.4225|33.4225|1133.53295|1133.78573|-0.00000535|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1142.36560|-0.00000535|14.8345|18.0756|0.0000|2|2|2|-33.4225|33.4225|1142.23214|1142.48685|-0.00000535|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1143.22600|-0.00000535|14.8345|18.0756|0.0000|2|2|2|-33.4225|33.4225|1143.09244|1143.34734|-0.00000535|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1144.93790|-0.00000535|14.8345|18.0756|0.0000|2|2|2|-33.4225|33.4225|1144.80414|1145.05942|-0.00000535|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1260.53300|-0.00000535|14.8345|18.0756|0.0000|2|2|2|-33.4225|33.4225|1260.38573|1260.66679|-0.00000535|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1133.66540|0.00085866|15.1462|31.8207|0.0000|3|3|3|-58.4893|58.4893|1134.41749|1134.86022|0.00085866|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1142.36560|0.00085866|15.1462|31.8207|0.0000|3|3|3|-58.4893|58.4893|1143.12346|1143.56959|0.00085866|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1143.22600|0.00085866|15.1462|31.8207|0.0000|3|3|3|-58.4893|58.4893|1143.98443|1144.43090|0.00085866|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1144.93790|0.00085866|15.1462|31.8207|0.0000|3|3|3|-58.4893|58.4893|1145.69747|1146.14460|0.00085866|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1260.53300|0.00085866|15.1462|31.8207|0.0000|3|3|3|-58.4893|58.4893|1261.36925|1261.86153|0.00085866|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1250.57800|0.00090883|15.7998|37.6456|0.0000|4|4|4|-80.2139|80.2139|1251.37969|1252.04952|0.00090883|SII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1253.80500|0.00090883|15.7998|37.6456|0.0000|4|4|4|-80.2139|80.2139|1254.60876|1255.28032|0.00090883|SII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/BAT99 113/G130M_1291_LP5_2062.400_16812/lf2t1c010/lf2t1c010_continuumfit.fits|1259.51800|0.00090883|15.7998|37.6456|0.0000|4|4|4|-80.2139|80.2139|1260.32542|1261.00004|0.00090883|SII|none|
