specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/HD 5980/E140M_1425_0.2x0.2_2548.000_11623/ob2na1010/ob2na1010_continuumfit.fits|1317.217|0.00049|13.452|0.023|15.0|1.087|-0.009|0.724|2|2|2|-33.4225|33.4225|1317.7092368012675|1318.002937886853|17721|17742|0.00049|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/HD 5980/E140M_1425_0.2x0.2_2548.000_11623/ob2na1010/ob2na1010_continuumfit.fits|1370.132|0.00049|13.452|0.0|15.0|0.0|-0.009|0.0|2|2|2|-33.4225|33.4225|1370.6440108478664|1370.9495104396537|22096|22117|0.00049|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/HD 5980/E140M_1425_0.2x0.2_2548.000_11623/ob2na1010/ob2na1010_continuumfit.fits|1454.842|0.00049|13.452|0.0|15.0|0.0|-0.009|0.0|2|2|2|-33.4225|33.4225|1455.385666512374|1455.7100539707465|28501|28522|0.00049|NiII|none|-- 
