wave,flux,err,best_fit_spec
1135.0063465317996,0.16992119,0.02907589,1.1789328887825576
1135.0163142393442,0.12368254,0.025381727,1.1797930041094218
1135.026281946889,0.09872845,0.023014644,1.180744486741617
1135.0362496544335,0.12354858,0.025327679,1.1817618783408197
1135.0462173619783,0.10222045,0.023353638,1.1828322178033388
1135.0561850695228,0.09864842,0.023039265,1.1839452917268423
1135.0661527770674,0.11635874,0.02474085,1.185078865449451
1135.0761204846121,0.09152206,0.022396224,1.1862174008126098
1135.0860881921567,0.102112785,0.023459317,1.1873478297213458
1135.0960558997015,0.112695605,0.02436795,1.1884621436639626
1135.106023607246,0.13393569,0.026234474,1.1895609744755904
1135.1159913147908,0.1267594,0.025546364,1.190648729048673
1135.1259590223353,0.13029002,0.025920447,1.1917370093331439
1135.1359267298799,0.20450456,0.03151407,1.1928395004931158
1135.1458944374247,0.13023861,0.025980935,1.1939716909853304
1135.1558621449692,0.14426503,0.02708657,1.1951517247762806
1135.165829852514,0.14068817,0.0268431,1.1963859770743632
1135.1757975600585,0.14777361,0.02749981,1.1976845893628911
1135.185765267603,0.122966684,0.025326813,1.199064838926987
1135.1957329751478,0.21116962,0.032009814,1.2005192158883324
1135.2057006826924,0.14408155,0.027137967,1.2020492270256877
1135.2156683902372,0.18982014,0.030543705,1.203668680772356
1135.2256360977817,0.13327795,0.026106475,1.2053614157944095
1135.2356038053265,0.16146669,0.02836625,1.2071234418327992
1135.245571512871,0.16137926,0.028359827,1.208958619302917
1135.2555392204156,0.15426417,0.027742669,1.2108651597225306
1135.2655069279604,0.21760178,0.03225793,1.2128153850678887
1135.275474635505,0.15768434,0.027978357,1.214796492965915
1135.2854423430497,0.18220744,0.029767321,1.216804024471479
1135.2954100505942,0.18909721,0.030201621,1.2188266214251504
1135.305377758139,0.17496623,0.029155284,1.2208577371721103
1135.3153454656835,0.17490956,0.029166415,1.2228929218447502
1135.325313173228,0.20645735,0.031420648,1.2249288817437753
1135.3352808807729,0.16072473,0.02812694,1.2269580603177834
1135.3452485883174,0.19580424,0.03069968,1.2289608674493828
1135.3552162958622,0.22033074,0.032376926,1.2309153836041227
1135.3651840034067,0.1781778,0.029546674,1.2327920222392232
1135.3751517109515,0.17103785,0.02901222,1.234547852713787
1135.385119418496,0.20611206,0.03150079,1.2361763801532173
1135.3950871260406,0.2411292,0.033815753,1.2376629268066588
1135.4050548335854,0.26209617,0.035135143,1.238969337136383
1135.41502254113,0.2760293,0.0359583,1.2401209686699106
1135.4249902486747,0.3250532,0.038798504,1.2411183270233057
1135.4349579562193,0.29683942,0.037114136,1.2419415391835893
1135.444925663764,0.39132679,0.042168725,1.2426185176234785
1135.4548933713086,0.3666945,0.04093217,1.243162950124615
1135.4648610788531,0.45054612,0.04493818,1.2435713652133609
1135.474828786398,0.46787554,0.04569878,1.2438633665501397
1135.4847964939424,0.48173758,0.046337385,1.2440526953350477
1135.4947642014872,0.582867,0.05052934,1.24413141324258
1135.5047319090318,0.62103474,0.051959954,1.2440967929453455
1135.5146996165765,0.73613465,0.05622438,1.2439544651990975
1135.524667324121,0.7743663,0.05763197,1.243693615512374
1135.5346350316656,0.7531592,0.05685474,1.2433083183144442
1135.5446027392104,0.8260758,0.059305444,1.242819774785086
1135.554570446755,0.9653563,0.063849665,1.2422359574621686
1135.5645381542997,0.9614513,0.063643016,1.2415614650248967
1135.5745058618443,1.072707,0.06699212,1.240820236809733
1135.584473569389,1.0095698,0.06504893,1.240017831134856
1135.5944412769336,0.9221715,0.06228932,1.239146525706768
1135.6044089844781,1.0088124,0.06494958,1.2382199641409037
1135.614376692023,1.105935,0.067829184,1.237242463146684
1135.6243443995675,1.1682867,0.06963494,1.2362152803461224
1135.6343121071122,1.164509,0.06952042,1.235156176047039
1135.6442798146568,1.0910728,0.067373335,1.2340787887639437
1135.6542475222016,1.1254209,0.068344496,1.232996558642699
1135.664215229746,1.0867733,0.06714335,1.2319235720956108
1135.6741829372907,1.0621575,0.06646802,1.2308688009677689
1135.6841506448354,1.0894698,0.06715942,1.2298411744285864
1135.69411835238,1.0440012,0.06580848,1.228844062606295
1135.7040860599247,1.1407677,0.06861957,1.2278741269241173
1135.7140537674693,1.0572189,0.06622211,1.2269293510727115
1135.724021475014,0.90770185,0.061599657,1.2260046525303832
1135.7339891825586,0.87271196,0.060413122,1.2250911977795005
1135.7439568901032,0.9763798,0.06372954,1.224184867012127
1135.753924597648,0.93834746,0.062547535,1.223284912367731
1135.7638923051925,0.7936867,0.057895217,1.2223938460293808
1135.7738600127373,0.8910974,0.061225146,1.2215191372844394
1135.7838277202818,0.8569065,0.060139157,1.2206782989314404
1135.7937954278266,0.7184804,0.055480786,1.2198796848231157
1135.8037631353711,0.7199554,0.055754483,1.2191345470339205
1135.8137308429157,0.68389493,0.05477426,1.2184631780761992
1135.8236985504604,0.6091865,0.052195687,1.2178640222733743
1135.833666258005,0.5269934,0.048988085,1.2173370254687776
1135.8436339655498,0.4990945,0.04782275,1.216891090643844
1135.8536016730943,0.41474697,0.043980427,1.2165198016799776
1135.863569380639,0.37919757,0.042202365,1.2162167506403905
1135.8735370881836,0.30248258,0.03812381,1.2159873029102373
1135.8835047957282,0.2672769,0.036235057,1.2158311435032707
1135.893472503273,0.22878128,0.033707004,1.2157424572231523
1135.9034402108175,0.18631487,0.03081588,1.2157269781914988
1135.9134079183623,0.2315262,0.03387813,1.2157903328234916
1135.9233756259068,0.20678979,0.03209076,1.215923712043834
1135.9333433334516,0.19595452,0.03130778,1.2161280392762297
1135.9433110409962,0.15726243,0.0283742,1.2164083042725427
1135.9532787485407,0.2137642,0.03254651,1.216745210371278
1135.9632464560855,0.17146306,0.029466927,1.2171361443626951
1135.97321416363,0.22461297,0.03328373,1.2175794990359494
1135.9831818711748,0.28455037,0.037208453,1.2180546260508547
1135.9931495787193,0.24274014,0.03458834,1.2185503636546873
1136.0031172862641,0.21503474,0.032846253,1.2190546238360176
1136.0130849938087,0.31093022,0.038835734,1.2195525683811257
1136.0230527013532,0.38887957,0.043009575,1.220031676805439
1136.033020408898,0.4099384,0.04408544,1.2204736958263773
1136.0429881164425,0.4773923,0.04712231,1.2208642736979762
1136.0529558239873,0.5637314,0.051280335,1.2211931648108756
