specfile|restwave|zsys|col|bval|vel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|z_comp|trans|rely|comment
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1133.66540|0.00002809|14.9544|24.9441|0.0000|2|2|2|-40.1070|40.1070|1133.54559|1133.84893|0.00002809|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1142.36560|0.00002809|14.9544|24.9441|0.0000|2|2|2|-40.1070|40.1070|1142.24487|1142.55054|0.00002809|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1143.22600|0.00002809|14.9544|24.9441|0.0000|2|2|2|-40.1070|40.1070|1143.10518|1143.41108|0.00002809|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1144.93790|0.00002809|14.9544|24.9441|0.0000|2|2|2|-40.1070|40.1070|1144.81690|1145.12325|0.00002809|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1260.53300|0.00002809|14.9544|24.9441|0.0000|2|2|2|-40.1070|40.1070|1260.39978|1260.73707|0.00002809|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1250.57800|0.00087538|16.0448|42.2643|0.0000|3|3|3|-80.2139|80.2139|1251.33788|1252.00768|0.00087538|SII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1253.80500|0.00087538|16.0448|42.2643|0.0000|3|3|3|-80.2139|80.2139|1254.56684|1255.23837|0.00087538|SII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1259.51800|0.00087538|16.0448|42.2643|0.0000|3|3|3|-80.2139|80.2139|1260.28331|1260.95790|0.00087538|SII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1133.66540|0.00091998|15.3220|41.1298|0.0000|4|4|4|-70.1872|70.1872|1134.44272|1134.97403|0.00091998|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1142.36560|0.00091998|15.3220|41.1298|0.0000|4|4|4|-70.1872|70.1872|1143.14889|1143.68428|0.00091998|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1143.22600|0.00091998|15.3220|41.1298|0.0000|4|4|4|-70.1872|70.1872|1144.00988|1144.54567|0.00091998|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1144.93790|0.00091998|15.3220|41.1298|0.0000|4|4|4|-70.1872|70.1872|1145.72295|1146.25955|0.00091998|FeII|none|
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MH 57/G130M_1291_LP4_2040.384_16093/lehd2c010/lehd2c010_continuumfit.fits|1260.53300|0.00091998|15.3220|41.1298|0.0000|4|4|4|-70.1872|70.1872|1261.39731|1261.98808|0.00091998|FeII|none|
