specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3120/E230M_1978_0.2x0.2_2240.000_14675/oda912010/oda912010_continuumfit.fits|2056.2569|0.00091|13.455|0.062|9.294|2.292|4.435|1.386|2|2|2|-18.3824|18.3824|2058.0110576276998|2058.2632249910203|28003|28018|0.00093|CrII|none|-- 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3120/E230M_1978_0.2x0.2_2240.000_14675/oda912010/oda912010_continuumfit.fits|2066.161|0.00091|13.455|0.0|9.294|0.0|4.435|0.0|2|2|2|-18.3824|18.3824|2067.9236066461863|2068.176988590614|28375|28390|0.00093|CrII|none|-- 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3120/E230M_1978_0.2x0.2_2240.000_14675/oda912010/oda912010_continuumfit.fits|2062.664|0.00095|13.323|0.051|15.0|2.302|-5.276|1.568|3|3|3|-18.3824|18.3824|2064.492619526037|2064.7455726187636|28220|28228|0.00093|ZnII|none|-- 
