specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N90/SK 183/G130M_1096_LP2_1736.064_16808/leth1c010/leth1c010_continuumfit.fits|1142.3656|-3e-05|14.626|0.012|25.588|2.299|4.913|1.047|2|2|2|-60.1604|60.1604|1142.1047710948653|1142.5632560874546|22091|22137|-1e-05|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N90/SK 183/G130M_1096_LP2_1736.064_16808/leth1c010/leth1c010_continuumfit.fits|1143.226|-3e-05|14.626|0.0|25.588|0.0|4.913|0.0|2|2|2|-60.1604|60.1604|1142.9649746453313|1143.4238049568687|22177|22223|-1e-05|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N90/SK 183/G130M_1096_LP2_1736.064_16808/leth1c010/leth1c010_continuumfit.fits|1142.3656|0.00042|14.764|0.01|26.045|1.741|5.043|0.808|3|3|3|-56.8182|56.8182|1142.6269331354115|1143.0599470782367|22143|22187|0.00044|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N90/SK 183/G130M_1096_LP2_1736.064_16808/leth1c010/leth1c010_continuumfit.fits|1143.226|0.00042|14.764|0.0|26.045|0.0|5.043|0.0|3|3|3|-56.8182|56.8182|1143.4875299647188|1143.9208700423615|22230|22273|0.00044|FeII|none|-- 
