specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MEL 55/G130M_1291_LP5_4774.368_16815/lf1n2c010/lf1n2c010_continuumfit.fits|1317.217|0.00089|14.097|0.014|21.46|1.219|-3.37|0.74|2|2|2|-35.0936|35.0936|1318.2379094977814|1318.5462954179584|20478|20509|0.00088|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/Cl* NGC 2070 MEL 55/G130M_1291_LP5_4774.368_16815/lf1n2c010/lf1n2c010_continuumfit.fits|1370.132|0.00089|14.097|0.0|21.46|0.0|-3.37|0.0|2|2|2|-35.0936|35.0936|1371.193921287088|1371.5146956299518|25791|25823|0.00088|NiII|none|-- 
