specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 MPG 782/G130M_1096_LP2_10611.616_16371/lek63c030/lek63c030_continuumfit.fits|1142.3656|0.00045|14.686|0.009|42.64|1.742|-6.67|0.961|2|2|2|-65.1738|65.1738|1142.6269316714263|1143.123624000766|22151|22201|0.00042|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 MPG 782/G130M_1096_LP2_10611.616_16371/lek63c030/lek63c030_continuumfit.fits|1143.226|0.00045|14.686|0.0|42.64|0.0|-6.67|0.0|2|2|2|-65.1738|65.1738|1143.487528499631|1143.9845949246894|22237|22287|0.00042|FeII|none|-- 
