wave,flux,err,best_fit_spec
1135.0073470254777,0.2830331,0.11894946,1.4041259623704025
1135.017309546888,0.45294556,0.14211024,1.404321421444095
1135.0272720682985,0.5660599,0.15521601,1.4045127315729877
1135.037234589709,0.5942486,0.15826494,1.4047004037857302
1135.0471971111197,0.5374432,0.15197876,1.4048863315214108
1135.05715963253,0.7070516,0.16983172,1.405071910073962
1135.0671221539405,0.62198466,0.16113797,1.4052589598600458
1135.0770846753508,0.98946106,0.1953921,1.4054486431911652
1135.0870471967612,1.0457278,0.20001395,1.4056419280241381
1135.0970097181716,0.9605801,0.19289194,1.4058403736193363
1135.106972239582,0.90379125,0.18796366,1.4060440392969897
1135.1169347609928,0.9600396,0.19278893,1.4062530834855556
1135.1268972824032,1.1291856,0.20656222,1.4064683173732353
1135.1368598038136,1.1006036,0.20427227,1.4066893226599513
1135.146822325224,1.2979047,0.21928507,1.4069156050521145
1135.1567848466345,1.2128156,0.21291092,1.407147550802983
1135.1667473680448,1.0714556,0.20185046,1.4073851591036903
1135.1767098894554,1.3812596,0.22518723,1.4076280176066625
1135.1866724108659,1.2399317,0.21485454,1.4078766357673251
1135.1966349322763,1.5214088,0.23483297,1.4081316246592284
1135.2065974536868,1.0702,0.20162627,1.4083924360016087
1135.2165599750972,1.1261786,0.2060407,1.4086593590186292
1135.2265224965076,1.4356285,0.22884253,1.4089332185803058
1135.236485017918,0.98480934,0.19452372,1.4092129451541082
1135.2464475393288,1.4066225,0.22674267,1.4094983471631255
1135.2564100607392,0.7310922,0.17166355,1.409790139908935
1135.2663725821494,1.096434,0.20353805,1.4100870242119192
1135.2763351035599,1.4053313,0.22654484,1.4103888463092835
1135.2862976249703,0.75852966,0.17421666,1.41069644404234
1135.2962601463807,0.7862411,0.17681924,1.4110094856515492
1135.3062226677912,0.89835346,0.18692891,1.4113281508857178
1135.3161851892019,0.84174776,0.18187852,1.4116536223328326
1135.3261477106123,0.64502114,0.16292071,1.4119859933436514
1135.3361102320227,0.7289824,0.17127354,1.4123251513936936
1135.3460727534332,0.44823438,0.14084351,1.4126720832258557
