specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3204/E140M_1425_0.2x0.2_2176.200_16815/of1n1t010/of1n1t010_continuumfit.fits|1317.217|0.00093|14.03|0.028|20.0|1.565|-4.02|1.106|2|2|2|-20.0535|20.0535|1318.3553899395342|1318.5316105908857|17764|17776|0.00092|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3204/E140M_1425_0.2x0.2_2176.200_16815/of1n1t010/of1n1t010_continuumfit.fits|1370.132|0.00093|14.03|0.0|20.0|0.0|-4.02|0.0|2|2|2|-20.0535|20.0535|1371.3161211316235|1371.4994208866963|22138|22151|0.00092|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3204/E140M_1425_0.2x0.2_2176.200_16815/of1n1t010/of1n1t010_continuumfit.fits|1454.842|0.00093|14.03|0.0|20.0|0.0|-4.02|0.0|2|2|2|-20.0535|20.0535|1456.099330793948|1456.2939632689718|28544|28556|0.00092|NiII|none|-- 
