wave,flux,err,best_fit_spec
1250.0088941049216,1.3662571,0.13564351,1.4630135595941813
1250.0223350638912,1.4645921,0.14951436,1.460937301073883
1250.0357757581367,1.3662552,0.13688408,1.4580823467650381
1250.049216187674,1.460901,0.1418902,1.4543156491291278
1250.0626563525188,1.5696352,0.14243186,1.4497958802559459
1250.0760962526872,1.6392964,0.14069432,1.4446291961680637
1250.089535888194,1.485994,0.1397747,1.4391238235187391
1250.1029752590553,1.3854909,0.13709323,1.433550696513221
1250.116414365287,1.3045954,0.12927502,1.4281872261915827
1250.1298532069036,1.388561,0.13548033,1.423165561972151
1250.1432917839225,1.5683444,0.13703418,1.41858090464721
1250.1567300963577,1.4776329,0.13554172,1.4144437925994755
1250.1701681442255,1.6376461,0.1454589,1.4107059935647095
1250.1836059275415,1.1718963,0.12954737,1.4073988876707784
1250.1970434463215,1.0975188,0.11913664,1.4044459156159461
1250.210480700581,1.4666132,0.13909577,1.401842572028075
1250.2239176903354,1.2436112,0.13041723,1.3995814212931876
1250.2373544156003,1.4808604,0.13818388,1.3976153203747261
1250.2507908763919,1.5954589,0.13958159,1.3959669503824574
1250.2642270727256,1.2819862,0.13440883,1.3946008723772725
1250.2776630046162,1.4266839,0.13584892,1.3935140673431206
1250.2910986720801,1.3341222,0.13680215,1.3927319746806353
1250.304534075133,1.2986989,0.14283153,1.3922255564536434
1250.31796921379,1.4984858,0.13674487,1.3920286384115266
1250.331404088067,1.3678718,0.13069996,1.392129837941701
1250.34483869798,1.3799771,0.13216484,1.392514907510187
1250.358273043544,1.3689749,0.13938434,1.393214312572976
1250.3717071247745,1.3755349,0.1392369,1.3941825206374598
1250.3851409416877,1.164927,0.1237389,1.395440355926019
1250.3985744942988,1.2406493,0.12860723,1.3969923224935914
1250.4120077826235,1.2784253,0.13883282,1.3988279982201546
1250.4254408066774,1.1606166,0.12571175,1.4010095120252122
1250.438873566476,1.5044037,0.13961418,1.4035139508291832
1250.4523060620352,1.2412719,0.1382983,1.4063787575320006
1250.4657382933704,1.1031556,0.1315699,1.4096421405491137
1250.4791702604969,1.2714102,0.13480277,1.4132870111821991
1250.4926019634308,1.5636927,0.14354558,1.4173689454502885
1250.5060334021873,1.3408606,0.13485128,1.421808655331211
1250.5194645767822,1.5111732,0.1387067,1.4264997183690475
1250.532895487231,1.4069346,0.12977071,1.4311970536542689
1250.5463261335494,1.0262309,0.12179806,1.4355831608192047
1250.5597565157525,1.0388031,0.12775229,1.4392455493055396
1250.5731866338565,0.7758658,0.121701546,1.4419109306321296
1250.586616487877,0.56805587,0.0968047,1.4434712397206497
1250.6000460778293,0.37686333,0.088499025,1.443833099399677
1250.6134754037287,0.057030175,0.07614135,1.4433325296761188
1250.6269044655912,0.0992892,0.09572205,1.4421743891377585
1250.640333263432,0.18640281,0.086112306,1.4406805632743196
1250.6537617972674,0.46771863,0.08870154,1.4390676900818333
1250.6671900671122,0.6148312,0.11957998,1.4374685709871402
1250.6806180729825,1.0419217,0.120908536,1.4359440968664154
1250.6940458148931,1.2512329,0.13212027,1.4345244487275335
1250.7074732928606,1.4579127,0.12986226,1.4332223695315842
1250.7209005068999,1.2979593,0.13669305,1.4320289134418163
1250.734327457027,1.185516,0.1281419,1.4309523976287615
1250.7477541432568,1.3271718,0.12907496,1.4299658912558322
1250.7611805656054,1.503947,0.13860601,1.4290533897909683
1250.774606724088,1.0539217,0.12967336,1.4281933205998598
1250.7880326187205,1.1635082,0.13934724,1.4273627635040231
1250.8014582495186,1.2732452,0.13342565,1.426553248054804
1250.8148836164971,1.4050313,0.13640359,1.4257538666213854
1250.8283087196721,1.2489303,0.13319774,1.42494059578851
1250.841733559059,1.362524,0.14073731,1.4240214870087509
1250.855158134674,1.1521878,0.12003414,1.422844242318039
1250.8685824465315,1.528404,0.13282439,1.421096874742711
1250.8820064946476,1.4510504,0.13299668,1.4184401257711867
1250.8954302790382,1.3073703,0.14331293,1.414619125197485
1250.9088537997184,1.6205455,0.13906476,1.4092472153163071
1250.9222770567037,1.4919871,0.13265006,1.402502188572997
1250.93570005001,1.2570573,0.14846788,1.3944351066595058
1250.9491227796523,1.1057909,0.1221745,1.3854391162247555
1250.9625452456462,1.2900686,0.1388867,1.3760011118647244
1250.975967448008,1.3711498,0.1289441,1.3666798118277386
1250.9893893867525,1.1808867,0.13293034,1.357958266579891
1251.0028110618957,1.1447021,0.1297392,1.3501991674886242
1251.0162324734526,1.158399,0.12311892,1.3435633465766574
1251.0296536214391,1.2398312,0.12600374,1.33792174535742
1251.0430745058707,1.0998712,0.12086801,1.3332640874298418
1251.056495126763,0.8738426,0.11285938,1.3292920212400299
1251.0699154841311,0.8405508,0.10405773,1.3258398150179251
1251.0833355779907,0.6868158,0.105779864,1.322724730442945
1251.0967554083577,0.2885205,0.08466956,1.3197921869160614
1251.1101749752472,0.31717816,0.0877118,1.3170081402262879
1251.1235942786752,0.27591318,0.084732845,1.3143878786751748
1251.1370133186567,0.22839947,0.08009435,1.3120066403930266
1251.1504320952074,0.26004335,0.09593919,1.3099920534030687
1251.1638506083427,0.38642067,0.09181682,1.3083756801139461
1251.1772688580784,0.37371415,0.08366618,1.3072440463402404
1251.1906868444296,0.3964305,0.097250864,1.306576155419196
1251.204104567412,0.28939527,0.09682764,1.3063352918637565
1251.2175220270415,0.37554282,0.095772766,1.3064923395727444
1251.230939223333,0.17719756,0.08759585,1.3068858992556445
1251.2443561563025,0.49138573,0.09989451,1.3073902883108086
1251.257772825965,0.67202455,0.108513534,1.3078631796706406
1251.2711892323364,0.97259885,0.109555066,1.3082579300403596
1251.2846053754322,0.9464308,0.11516459,1.308628333415244
1251.2980212552675,1.0110867,0.11596843,1.3091422726129376
1251.3114368718584,1.2041799,0.12065243,1.3100457063499402
1251.32485222522,0.95286626,0.12386845,1.311638361959099
1251.3382673153678,1.2158161,0.11957281,1.3140986201971836
1251.351682142317,1.161369,0.12213235,1.317783092891116
1251.3650967060837,1.2873288,0.12347749,1.3226296549428027
1251.3785110066833,1.2724447,0.13267677,1.3286725925511915
1251.3919250441309,1.3478086,0.1261237,1.3357196022735378
1251.405338818442,1.1462972,0.12268647,1.3433506200636183
1251.418752329633,1.1960654,0.124118626,1.3511145885064013
1251.4321655777183,1.1793369,0.120318584,1.3584655749970453
1251.4455785627135,1.2118367,0.12162732,1.3649648244347072
1251.4589912846345,1.3200512,0.12489194,1.370192367360972
1251.472403743497,1.3163478,0.1238943,1.3741212947621957
1251.4858159393154,1.1457038,0.1275671,1.3766250433370675
1251.4992278721058,1.3256565,0.1284787,1.3780652489269511
1251.5126395418845,1.2785554,0.12375423,1.378754054373269
1251.5260509486657,1.239849,0.12513079,1.3789856637100866
1251.5394620924653,1.292064,0.12913826,1.3789773583075635
1251.5528729732994,1.4837581,0.13153787,1.3787452976372334
1251.5662835911826,1.1863984,0.12107009,1.3782767445874682
1251.5796939461304,0.99515945,0.12271427,1.37756233783323
1251.5931040381588,1.030428,0.12494095,1.3766294272642812
1251.6065138672832,1.3703876,0.121491104,1.3756165526733752
1251.6199234335188,1.3050588,0.1250137,1.3746780765891358
1251.6333327368811,1.4036446,0.13531697,1.3739833550012435
1251.6467417773856,1.3910719,0.13739097,1.3736336015523083
1251.6601505550477,1.4429656,0.12610129,1.3737589817675873
1251.6735590698827,1.2510839,0.13562101,1.3743277201131745
1251.6869673219064,1.5461667,0.13694993,1.375384770330236
1251.700375311134,1.4810678,0.13120572,1.3769182702745324
1251.7137830375814,1.310983,0.1214523,1.3788946164820408
1251.7271905012635,1.3343707,0.12223633,1.3813756721277506
1251.7405977021965,1.4828044,0.13087593,1.3842554399894138
1251.7540046403947,1.2572093,0.14904794,1.3874675662188352
1251.7674113158746,1.2190593,0.12548043,1.3908113999307261
1251.7808177286506,1.3458164,0.12510642,1.3940588008048036
1251.7942238787393,0.95779485,0.10855075,1.3969200407492361
1251.807629766155,1.5677924,0.12980935,1.399266259155924
1251.8210353909144,1.4049422,0.12890972,1.4009972633681569
1251.834440753032,1.4648602,0.13057974,1.402136846861479
1251.847845852523,1.3919921,0.13311031,1.402851256625844
1251.861250689404,1.1625983,0.11956139,1.4032620256411281
1251.8746552636896,1.540713,0.13687728,1.4035577489260986
1251.8880595753956,1.1940863,0.12966472,1.4038374745110498
1251.9014636245367,1.4725189,0.13049848,1.4041789103562243
1251.9148674111293,1.2537208,0.1285848,1.4046152565435988
1251.9282709351883,1.4944084,0.12758246,1.4051900964778374
1251.941674196729,1.4063072,0.13087186,1.4059125224747118
1251.9550771957672,1.3016481,0.12213873,1.4067995519705696
1251.9684799323184,1.5482831,0.13088314,1.4078737634017338
1251.9818824063973,1.3870934,0.13419002,1.4091216727777085
1251.9952846180202,1.4536697,0.13069034,1.4105700571854363
