specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 NMC 28/G130M_1096_LP2_4394.784_16013/le8p5c010/le8p5c010_continuumfit.fits|1142.3656|-1e-05|14.463|0.018|15.64|3.198|0.835|1.117|2|2|2|-41.7781|41.7781|1142.1939175966531|1142.512310291331|22101|22133|-1e-05|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 NMC 28/G130M_1096_LP2_4394.784_16013/le8p5c010/le8p5c010_continuumfit.fits|1143.226|-1e-05|14.463|0.0|15.64|0.0|0.835|0.0|2|2|2|-41.7781|41.7781|1143.054188289941|1143.3728207896993|22187|22219|-1e-05|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 NMC 28/G130M_1096_LP2_4394.784_16013/le8p5c010/le8p5c010_continuumfit.fits|1142.3656|0.00044|14.749|0.009|26.23|1.607|3.515|0.771|3|3|3|-56.8182|56.8182|1142.6524078882915|1143.0854218311167|22147|22190|0.00045|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 NMC 28/G130M_1096_LP2_4394.784_16013/le8p5c010/le8p5c010_continuumfit.fits|1143.226|0.00044|14.749|0.0|26.23|0.0|3.515|0.0|3|3|3|-56.8182|56.8182|1143.5130239045186|1143.9463639821615|22233|22277|0.00045|FeII|none|-- 
