specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 50/G130M_1096_LP2_9965.762_16103/le8pcc010/le8pcc010_continuumfit.fits|1142.3656|-2e-05|14.814|0.042|6.949|0.559|2.802|0.758|2|2|2|-50.1337|50.1337|1142.1557154270038|1142.5377865081964|22104|22142|-1e-05|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 50/G130M_1096_LP2_9965.762_16103/le8pcc010/le8pcc010_continuumfit.fits|1143.226|-2e-05|14.814|0.0|6.949|0.0|2.802|0.0|2|2|2|-50.1337|50.1337|1143.015957347413|1143.3983161945873|22190|22229|-1e-05|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 50/G130M_1096_LP2_9965.762_16103/le8pcc010/le8pcc010_continuumfit.fits|1142.3656|0.00043|14.814|0.008|24.389|1.375|0.552|0.637|3|3|3|-56.8182|56.8182|1142.6396705118514|1143.0726844546766|22153|22196|0.00043|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 50/G130M_1096_LP2_9965.762_16103/le8pcc010/le8pcc010_continuumfit.fits|1143.226|0.00043|14.814|0.0|24.389|0.0|0.552|0.0|3|3|3|-56.8182|56.8182|1143.5002769346188|1143.9336170122615|22239|22283|0.00043|FeII|none|-- 
