specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1142.3656|0.00041|14.782|0.009|32.17|1.573|6.811|0.785|2|2|2|-53.4759|53.4759|1142.626931664906|1143.0344737958626|22148|22189|0.00043|FeII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1143.226|0.00041|14.782|0.0|32.17|0.0|6.811|0.0|2|2|2|-53.4759|53.4759|1143.4875284931056|1143.8953775741747|22234|22275|0.00043|FeII|none|-- 
