specfile|restwave|zsys|col|bval|vel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|z_comp|trans|rely|comment
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1055.26170|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1055.09136|1055.45607|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1062.15170|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1061.98025|1062.34734|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1063.17640|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1063.00478|1063.37223|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1063.97180|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1063.80006|1064.16777|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1081.87480|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1081.70017|1082.07407|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1096.87690|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1096.69984|1097.07893|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1106.35960|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1106.18101|1106.56338|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1112.04800|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1111.86850|1112.25283|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1121.97480|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1121.79369|1122.18146|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1125.44770|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1125.26603|1125.65500|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1133.66540|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1133.48241|1133.87421|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1142.36560|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1142.18120|1142.57601|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1143.22600|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1143.04146|1143.43657|0.00001137|FeII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 51/G130M_1096_LP2_9959.808_16103/le8p4c010/le8p4c010_continuumfit.fits|1144.93790|0.00001137|14.5351|31.6686|0.0000|2|2|2|-51.8048|51.8048|1144.75309|1145.14879|0.00001137|FeII|none|
