specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3120/E140M_1425_0.2x0.06_3152.000_8320/o5ez01020/o5ez01020_continuumfit.fits|1250.578|0.00094|15.919|0.093|15.82|1.04|-1.912|0.591|2|2|2|-35.0936|35.0936|1251.603024190482|1251.895808634718|11645|11667|0.00093|S II|none|-- 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3120/E140M_1425_0.2x0.06_3152.000_8320/o5ez01020/o5ez01020_continuumfit.fits|1253.805|0.00094|15.919|0.0|15.82|0.0|-1.912|0.0|2|2|2|-35.0936|35.0936|1254.8326691698937|1255.1262091171063|11886|11908|0.00093|S II|none|-- 
