specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3058/G130M_1291_LP4_2066.368_16319/lehf1c010/lehf1c010_continuumfit.fits|1317.217|0.0009|13.748|0.023|13.644|1.813|-9.2|0.984|2|2|2|-35.0936|35.0936|1318.2525832951615|1318.5609692153384|20426|20457|0.00087|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/LMC/LMC N11B/PGMW 3058/G130M_1291_LP4_2066.368_16319/lehf1c010/lehf1c010_continuumfit.fits|1370.132|0.0009|13.748|0.0|13.644|0.0|-9.2|0.0|2|2|2|-35.0936|35.0936|1371.209184557568|1371.529958900432|25738|25770|0.00087|NiII|none|-- 
