specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/2MASS J05384539-6902514/G130M_1291_LP5_2800.640_16814/lewn3c010/lewn3c010_continuumfit.fits|1317.217|0.00089|14.05|0.02|27.553|2.027|3.53|1.289|2|2|2|-46.7914|46.7914|1318.1791620664765|1318.5903427075439|20473|20515|0.0009|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/LMC/30 Doradus/2MASS J05384539-6902514/G130M_1291_LP5_2800.640_16814/lewn3c010/lewn3c010_continuumfit.fits|1370.132|0.00089|14.05|0.0|27.553|0.0|3.53|0.0|2|2|2|-46.7914|46.7914|1371.1328138647357|1371.5605123791847|25786|25828|0.0009|NiII|none|-- 
