specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/HD 5980/E140M_1425_0.2x0.2_2028.000_14476/od3g01020/od3g01020_continuumfit.fits|1317.217|0.0005|13.518|0.025|20.69|1.517|-2.974|1.039|2|2|2|-40.107|40.107|1317.6945536622586|1318.0469949649616|17721|17746|0.00049|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/HD 5980/E140M_1425_0.2x0.2_2028.000_14476/od3g01020/od3g01020_continuumfit.fits|1370.132|0.0005|13.518|0.0|20.69|0.0|-2.974|0.0|2|2|2|-40.107|40.107|1370.6287378604875|1370.9953373706328|22095|22120|0.00049|NiII|none|-- 
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/HD 5980/E140M_1425_0.2x0.2_2028.000_14476/od3g01020/od3g01020_continuumfit.fits|1454.842|0.0005|13.518|0.0|20.69|0.0|-2.974|0.0|2|2|2|-40.107|40.107|1455.3694492548364|1455.758714204884|28500|28526|0.00049|NiII|none|-- 
