specfile|restwave|zsys|col|bval|vel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|z_comp|trans|rely|comment
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1454.84200|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1455.39989|1455.67575|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1467.25900|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1467.82165|1468.09986|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1467.75600|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1468.31884|1468.59715|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1703.41190|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1704.06511|1704.38810|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1709.60420|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1710.25978|1710.58395|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1741.55310|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1742.22093|1742.55116|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1751.91570|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1752.58750|1752.91970|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1772.28000|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1772.95961|1773.29567|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1773.94900|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1774.62925|1774.96562|0.00047827|NiII|none|
/Users/billyli/Documents/float-for-morrow/SMC/SMC N66A/Cl* NGC 346 ELS 22/G160M_1623_LP1_560.032_11625/lb2a14040/lb2a14040_continuumfit.fits|1783.31800|0.00047827|13.6184|10.0000|0.0000|2|2|2|-28.4091|28.4091|1784.00185|1784.33999|0.00047827|NiII|none|
