wave,flux,err,best_fit_spec
1250.0050343410423,1.8241339,0.13390052,1.3786536821341346
1250.0184746311725,1.9141078,0.13734145,1.3784415017541873
1250.0319146566092,1.8824157,0.13293262,1.378259840520828
1250.0453544173683,1.772837,0.13509463,1.3781086984339628
1250.0587939134662,1.7444775,0.13055071,1.377988075493498
1250.0722331449174,1.7796228,0.13176301,1.3778674541212188
1250.0856721117382,1.6817992,0.124748655,1.37780786947328
1250.0991108139442,1.9009856,0.13827303,1.3777788039714647
1250.112549251551,1.909969,0.13764921,1.3777497400375558
1250.1259874245739,1.8341182,0.13476945,1.3777817128277106
1250.139425333029,1.6646765,0.12998804,1.3778136871855853
1250.1528629769314,1.7003849,0.1382382,1.3778761806892144
1250.1663003562971,1.6378597,0.12536697,1.3779386757603789
1250.179737471142,1.6545244,0.12779534,1.3780316899771108
1250.1931743214811,1.7214088,0.12950595,1.3781247057611936
1250.2066109073303,1.7641009,0.12845878,1.3782177231125348
1250.2200472287052,1.9981259,0.13977897,1.3783107420310412
1250.2334832856216,1.788922,0.13176471,1.3783732449384953
1250.246919078095,1.7201284,0.12778872,1.3784662669910543
1250.2603546061405,1.7578241,0.1262807,1.3785592906105024
1250.2737898697744,1.6583402,0.12687789,1.3786828333748704
1250.287224869012,1.757716,0.12974729,1.378806377705941
1250.3006596038692,1.6622523,0.12967865,1.3789604411817469
1250.3140940743613,1.3922628,0.11341539,1.379145023802196
1250.327528280504,1.7124383,0.12515196,1.37932960798907
1250.3409622223128,1.689635,0.126353,1.3795752288985277
1250.3543958998036,1.7745498,0.13239677,1.3797903337961002
1250.3678293129915,1.6082727,0.124216236,1.3800359578379462
1250.381262461893,1.6369144,0.1369687,1.380281583445847
1250.3946953465222,1.9212452,0.14031081,1.3804966930415874
1250.4081279668962,1.5898653,0.1251685,1.3807118042031974
1250.42156032303,1.6313776,0.1241657,1.3808658817743358
1250.4349924149392,1.57877,0.13295057,1.3809894433330354
1250.4484242426392,1.7963022,0.1340392,1.3810214537229535
1250.4618558061459,1.5188724,0.13690168,1.3810534656783726
1250.4752871054743,1.562374,0.12659352,1.3810244440429518
1250.4887181406411,1.8691279,0.1328183,1.3808733536603457
1250.5021489116607,1.7250444,0.13244705,1.380661229686715
1250.5155794185498,1.4272524,0.11355479,1.3803575545438398
1250.5290096613232,1.6861489,0.12906152,1.379962328231629
1250.5424396399965,1.5538894,0.11938411,1.3794145155937412
1250.5558693545852,1.5053211,0.12854029,1.3788056693644584
1250.5692988051055,0.9972063,0.10128973,1.3780747543874372
1250.5827279915723,1.0832042,0.104374975,1.3771912530844623
1250.596156914002,0.61914474,0.100863114,1.3762162006116887
1250.6095855724095,0.50660616,0.095411114,1.3751190793909012
1250.6230139668103,0.09571325,0.08506555,1.3739609245782574
1250.6364420972202,0.1268681,0.08843673,1.3727417361736647
1250.6498699636552,0.3244984,0.08295194,1.3714615141770299
1250.6632975661303,0.45029825,0.09183092,1.370181293744512
1250.676724904661,0.74593395,0.09727075,1.3688705572978939
1250.690151979263,1.0166384,0.101034604,1.3676208575714577
1250.703578789952,1.3660148,0.11107872,1.3664016769869862
1250.7170053367436,1.2713461,0.12263202,1.3652740507006373
1250.7304316196532,1.616091,0.12502117,1.3642074611341939
1250.7438576386967,1.7557786,0.12859209,1.3632019082875633
